year,months_code,day,hour,country,sex,age,activity,species,type,injury,fatal_(y/n)
1980.0,8.0,10.0,,United States of America,F,10.0,wading,,Provoked,injury,NO
1980.0,8.0,4.0,,United States of America,M,,boating,tiger shark,Provoked,injury,NO
1980.0,7.0,26.0,,Spain,M,,diving,blue shark,Provoked,injury,NO
1980.0,7.0,27.0,15.0,United States of America,M,15.0,surf,,Provoked,injury,NO
1980.0,7.0,23.0,17.0,United States of America,F,22.0,standing,,Provoked,no injury,NO
1980.0,7.0,,,United States of America,M,,surf,,Provoked,no injury,NO
1980.0,7.0,,,United States of America,M,,surf,,Provoked,injury,NO
1980.0,6.0,26.0,,United States of America,F,44.0,diving,blue shark,Provoked,injury,NO
1980.0,5.0,15.0,8.0,South Africa,M,22.0,surf,,Provoked,no injury,NO
1980.0,4.0,25.0,,Jamaica,M,,fishing,,Provoked,injury,NO
1980.0,4.0,22.0,4.0,Philippines,,,boating,,Sea disaster,fatal,YES
1980.0,4.0,,12.0,Mexico,F,13.0,surf,tiger shark,Provoked,injury,NO
1980.0,3.0,29.0,,South Africa,M,52.0,diving,tiger shark,Provoked,fatal,YES
1980.0,3.0,28.0,17.0,Brazil,M,,swimming,,Provoked,injury,NO
1980.0,3.0,15.0,,Philippines,F,,boating,,Sea disaster,fatal,YES
1980.0,3.0,11.0,,South Africa,M,61.0,fishing,hammerhead shark,Provoked,injury,NO
1980.0,1.0,31.0,14.0,South Africa,M,24.0,surf,white shark,Provoked,injury,NO
1980.0,1.0,25.0,,Kenya,M,29.0,fishing,,Provoked,injury,NO
1980.0,1.0,15.0,5.0,South Africa,M,29.0,fishing,zambesi shark,Provoked,no injury,NO
1980.0,1.0,13.0,,South Africa,M,,swimming,hammerhead shark,Provoked,injury,NO
1980.0,1.0,10.0,18.0,South Africa,M,25.0,swimming,raggedtooth shark,Provoked,injury,NO
1980.0,1.0,5.0,11.0,Chile,M,,diving,white shark,Provoked,fatal,YES
1980.0,,,,,M,34.0,,dogfish shark,Provoked,injury,NO
1980.0,,,,Greece,M,,surf,white shark,,injury,
1980.0,,,15.0,South Africa,M,20.0,fishing,,,no injury,
1980.0,,,7.0,Tonga,M,20.0,fishing,,Provoked,injury,NO
1979.0,12.0,21.0,16.0,South Africa,M,18.0,swimming,,Provoked,injury,NO
1979.0,12.0,5.0,,Portugal,M,19.0,fishing,white shark,,fatal,YES
1979.0,12.0,1.0,,,M,32.0,diving,,Provoked,injury,NO
1979.0,11.0,27.0,10.0,United States of America,M,20.0,surf,white shark,Provoked,injury,NO
1979.0,11.0,12.0,,South Africa,,,fishing,white shark,Provoked,no injury,NO
1979.0,10.0,22.0,,South Africa,M,,fishing,raggedtooth shark,Provoked,injury,NO
1979.0,9.0,14.0,,Australia,M,18.0,diving,,Provoked,injury,NO
1979.0,8.0,28.0,,Hong Kong,M,21.0,swimming,,Provoked,fatal,YES
1979.0,8.0,26.0,,Hong Kong,M,16.0,,,Provoked,fatal,YES
1979.0,8.0,5.0,,United States of America,M,49.0,boating,,Provoked,injury,NO
1979.0,8.0,3.0,,Thailand,M,,,,Provoked,fatal,YES
1979.0,6.0,19.0,11.0,United States of America,M,56.0,bathing,,Sea disaster,injury,NO
1979.0,5.0,27.0,,United States of America,M,36.0,diving,,,fatal,
1979.0,5.0,,14.0,South Africa,M,25.0,fishing,white shark,Provoked,injury,NO
1979.0,5.0,3.0,12.0,South Africa,M,,diving,,Provoked,fatal,YES
1979.0,5.0,,,New Caledonia,,,fishing,,Provoked,injury,NO
1979.0,5.0,,,New Caledonia,M,,,,Provoked,fatal,YES
1979.0,4.0,8.0,13.0,United States of America,M,24.0,swimming,,Provoked,injury,NO
1979.0,4.0,8.0,10.0,United States of America,M,8.0,surf,,Provoked,injury,NO
1979.0,3.0,24.0,11.0,United States of America,M,27.0,surf,blacktip reef shark,Provoked,injury,NO
1979.0,3.0,11.0,10.0,United States of America,M,,diving,white shark,Provoked,no injury,NO
1979.0,3.0,1.0,,South Africa,,,,,Boating,no injury,NO
1979.0,3.0,,,New Caledonia,M,,fishing,,Provoked,fatal,YES
1979.0,2.0,21.0,13.0,South Africa,M,19.0,surf,,Provoked,injury,NO
1979.0,,,,United States of America,M,,fishing,,Provoked,fatal,YES
1978.0,12.0,29.0,,Australia,M,,,,Provoked,injury,NO
1978.0,12.0,12.0,16.0,South Africa,M,23.0,fishing,white shark,Provoked,fatal,YES
1978.0,11.0,26.0,,United States of America,M,,surf,,Provoked,injury,NO
1978.0,11.0,23.0,,United States of America,M,17.0,surf,,Provoked,injury,NO
1978.0,10.0,21.0,21.0,South Africa,M,,fishing,,,fatal,
1978.0,9.0,27.0,16.0,South Africa,M,27.0,fishing,white shark,Provoked,no injury,NO
1978.0,9.0,16.0,11.0,Italy,M,,diving,white shark,Provoked,no injury,NO
1978.0,9.0,2.0,,Australia,M,34.0,diving,,Provoked,injury,NO
1978.0,8.0,5.0,12.0,United States of America,M,,wading,,Provoked,injury,NO
1978.0,8.0,1.0,,United States of America,M,27.0,bathing,,Provoked,injury,NO
1978.0,7.0,27.0,,United States of America,M,39.0,boating,,Sea disaster,no injury,NO
1978.0,7.0,19.0,,United States of America,M,27.0,fishing,,Provoked,injury,NO
1978.0,6.0,21.0,,United States of America,M,20.0,surf,,Provoked,injury,NO
1978.0,6.0,21.0,,United States of America,M,17.0,surf,,Provoked,injury,NO
1978.0,6.0,7.0,,Italy,,,,,,no injury,
1978.0,4.0,2.0,,Marshall Islands,M,25.0,diving,,Provoked,injury,NO
1978.0,4.0,2.0,,Marshall Islands,M,23.0,diving,,Provoked,injury,NO
1978.0,4.0,,,Australia,M,,diving,sevengill  shark,Provoked,injury,NO
1978.0,3.0,5.0,,South Africa,,,,,Boating,no injury,NO
1978.0,2.0,28.0,3.0,South Africa,,,fishing,,Provoked,no injury,NO
1978.0,2.0,19.0,,South Africa,M,,diving,white shark,Provoked,no injury,NO
1978.0,1.0,7.0,12.0,South Africa,M,17.0,surf,blacktip reef shark,Provoked,injury,NO
1978.0,1.0,6.0,,South Africa,M,,,,,injury,
1978.0,,,,United States of America,F,,surf,,Provoked,injury,NO
1978.0,,,,Vanuatu,F,,swimming,,Provoked,fatal,YES
1977.0,12.0,31.0,6.0,United States of America,M,49.0,swimming,,Sea disaster,injury,NO
1977.0,12.0,19.0,,United States of America,M,27.0,surf,,Provoked,injury,NO
1977.0,12.0,19.0,10.0,South Africa,M,18.0,surf,tiger shark,Provoked,injury,NO
1977.0,12.0,,,South Africa,,,fishing,white shark,Boating,no injury,NO
1977.0,11.0,12.0,,South Africa,M,,standing,,Provoked,injury,NO
1977.0,10.0,30.0,16.0,South Africa,M,25.0,fishing,white shark,Provoked,no injury,NO
1977.0,8.0,31.0,16.0,Australia,M,17.0,surf,white shark,Provoked,injury,NO
1977.0,8.0,23.0,,Australia,M,25.0,bathing,,Provoked,fatal,YES
1977.0,8.0,19.0,13.0,South Africa,M,,fishing,white shark,Boating,injury,NO
1977.0,8.0,14.0,11.0,United States of America,M,20.0,diving,white shark,Provoked,injury,NO
1977.0,8.0,5.0,,United States of America,M,17.0,wading,,,injury,
1977.0,7.0,2.0,1.0,United States of America,M,21.0,fishing,,Sea disaster,injury,NO
1977.0,6.0,26.0,14.0,United States of America,M,27.0,fishing,bull shark,Provoked,injury,NO
1977.0,6.0,6.0,,United States of America,M,25.0,,bull shark,Provoked,injury,NO
1977.0,5.0,26.0,,South Africa,M,,fishing,mako shark,Boating,injury,NO
1977.0,5.0,16.0,,Australia,M,,,,,injury,
1977.0,4.0,26.0,,Australia,M,,,,Provoked,injury,NO
1977.0,4.0,21.0,,United States of America,M,,swimming,,Provoked,injury,NO
1977.0,3.0,17.0,17.0,South Africa,M,31.0,swimming,,Provoked,injury,NO
1977.0,3.0,13.0,,Australia,M,32.0,,,Sea disaster,injury,NO
1977.0,3.0,13.0,,Australia,M,74.0,,,Sea disaster,fatal,YES
1977.0,3.0,13.0,,Australia,M,45.0,,,Sea disaster,fatal,YES
1977.0,2.0,26.0,,Australia,M,24.0,surf,,Provoked,injury,NO
1977.0,2.0,4.0,,Australia,M,,,,,injury,
1977.0,2.0,,,New Caledonia,,,,,Provoked,injury,NO
1977.0,1.0,,14.0,Mexico,M,,swimming,,Provoked,fatal,YES
1976.0,12.0,29.0,,Australia,M,,,,Provoked,injury,NO
1976.0,12.0,18.0,9.0,United States of America,M,29.0,diving,white shark,Provoked,injury,NO
1976.0,11.0,27.0,16.0,South Africa,M,19.0,,white shark,Provoked,injury,NO
1976.0,11.0,26.0,,Australia,,,,,,injury,
1976.0,11.0,25.0,10.0,United States of America,M,19.0,surf,bull shark,Provoked,injury,NO
1976.0,11.0,23.0,,South Africa,M,17.0,swimming,,,injury,
1976.0,11.0,,,South Africa,,,fishing,white shark,Provoked,no injury,NO
1976.0,10.0,27.0,,South Africa,,,boating,white shark,Boating,no injury,NO
1976.0,10.0,18.0,14.0,United States of America,M,25.0,surf,white shark,Provoked,injury,NO
1976.0,10.0,6.0,11.0,South Africa,M,20.0,surf,white shark,Provoked,injury,NO
1976.0,9.0,22.0,,New Caledonia,,,boating,,Sea disaster,injury,NO
1976.0,9.0,19.0,,Australia,M,27.0,diving,,Provoked,injury,NO
1976.0,9.0,17.0,,Hong Kong,M,,,,Sea disaster,fatal,YES
1976.0,9.0,12.0,,United States of America,M,16.0,swimming,,Provoked,fatal,YES
1976.0,9.0,12.0,,United States of America,M,,swimming,,Provoked,fatal,YES
1976.0,9.0,6.0,14.0,United States of America,M,15.0,surf,tiger shark,Provoked,injury,NO
1976.0,8.0,26.0,,United States of America,M,23.0,surf,,Provoked,injury,NO
1976.0,8.0,24.0,14.0,United States of America,M,19.0,surf,white shark,Provoked,no injury,NO
1976.0,7.0,24.0,10.0,United States of America,M,24.0,fishing,,Provoked,injury,NO
1976.0,7.0,21.0,,United States of America,M,10.0,bathing,,Provoked,injury,NO
1976.0,7.0,16.0,,United States of America,M,18.0,diving,,Provoked,fatal,YES
1976.0,7.0,12.0,,United States of America,M,23.0,fishing,,Provoked,injury,NO
1976.0,6.0,23.0,23.0,United States of America,M,17.0,diving,,Provoked,injury,NO
1976.0,6.0,10.0,,United States of America,M,,swimming,,Provoked,injury,NO
1976.0,6.0,2.0,,Italy,M,46.0,fishing,blue shark,Provoked,injury,NO
1976.0,6.0,1.0,,Australia,F,,boating,,Boating,injury,NO
1976.0,5.0,2.0,,South Africa,,,fishing,mako shark,Boating,injury,NO
1976.0,4.0,28.0,,United States of America,,,,,,injury,
1976.0,3.0,12.0,14.0,United States of America,M,23.0,standing,,Provoked,injury,NO
1976.0,3.0,12.0,,South Africa,,,fishing,,Boating,no injury,NO
1976.0,3.0,9.0,,South Africa,,,,white shark,Boating,injury,NO
1976.0,3.0,2.0,,South Africa,,,,white shark,Boating,injury,NO
1976.0,2.0,3.0,,South Africa,,,,white shark,Boating,no injury,NO
1976.0,1.0,13.0,,South Africa,,,fishing,,Provoked,no injury,NO
1976.0,1.0,12.0,,Australia,F,,,,Provoked,injury,NO
1976.0,1.0,11.0,7.0,South Africa,,,fishing,white shark,Provoked,injury,NO
1976.0,1.0,8.0,,United States of America,M,25.0,fishing,,Provoked,injury,NO
1976.0,1.0,2.0,13.0,New Zealand,M,,fishing,bronze whaler shark,Provoked,fatal,YES
1976.0,,,,United States of America,M,,diving,,Provoked,fatal,YES
1975.0,12.0,29.0,,Australia,,,,,Boating,no injury,NO
1975.0,12.0,6.0,12.0,United States of America,M,27.0,fishing,white shark,Provoked,injury,NO
1975.0,12.0,2.0,,Australia,M,35.0,,nurse shark,Provoked,injury,NO
1975.0,11.0,19.0,,Australia,M,20.0,standing,,Provoked,injury,NO
1975.0,11.0,19.0,10.0,South Africa,M,33.0,standing,,Provoked,injury,NO
1975.0,11.0,7.0,,Australia,M,,,,Provoked,injury,NO
1975.0,11.0,2.0,,United States of America,M,18.0,surf,,Provoked,injury,NO
1975.0,10.0,21.0,11.0,United States of America,M,,fishing,,,injury,
1975.0,10.0,12.0,,Australia,M,20.0,surf,bronze whaler shark,Provoked,injury,NO
1975.0,10.0,4.0,,United States of America,,,surf,,,,
1975.0,9.0,,,South Africa,M,21.0,surf,,Provoked,injury,NO
1975.0,8.0,17.0,13.0,South Africa,M,19.0,surf,white shark,Provoked,injury,NO
1975.0,8.0,12.0,12.0,United States of America,M,20.0,bathing,,Provoked,injury,NO
1975.0,8.0,9.0,13.0,United States of America,M,44.0,diving,white shark,Provoked,injury,NO
1975.0,8.0,4.0,,Hong Kong,M,24.0,swimming,,Provoked,injury,NO
1975.0,7.0,30.0,,United States of America,F,62.0,sea disaster,,Sea disaster,fatal,YES
1975.0,7.0,30.0,13.0,Australia,M,37.0,diving,white shark,Provoked,fatal,YES
1975.0,7.0,26.0,,United States of America,M,24.0,diving,,Provoked,injury,NO
1975.0,7.0,26.0,,Australia,M,21.0,surf,,Provoked,injury,NO
1975.0,7.0,23.0,14.0,United States of America,M,23.0,diving,white shark,Provoked,injury,NO
1975.0,7.0,19.0,13.0,United States of America,M,34.0,diving,white shark,Provoked,no injury,NO
1975.0,7.0,15.0,10.0,United States of America,F,14.0,swimming,,Provoked,injury,NO
1975.0,7.0,5.0,,Australia,M,29.0,fishing,bronze whaler shark,Provoked,injury,NO
1975.0,7.0,4.0,,United States of America,M,16.0,surf,,Provoked,injury,NO
1975.0,6.0,23.0,16.0,United States of America,M,18.0,swimming,,Provoked,injury,NO
1975.0,6.0,23.0,14.0,United States of America,F,15.0,standing,,Provoked,injury,NO
1975.0,6.0,15.0,,United States of America,M,27.0,swimming,,Provoked,injury,NO
1975.0,6.0,2.0,,United States of America,M,20.0,surf,,Provoked,no injury,NO
1975.0,6.0,,,United States of America,M,,,,Provoked,injury,NO
1975.0,5.0,25.0,10.0,United States of America,M,17.0,surf,,Provoked,injury,NO
1975.0,5.0,20.0,,United States of America,F,10.0,bathing,,Provoked,injury,NO
1975.0,4.0,25.0,,Italy,M,37.0,diving,,,injury,
1975.0,4.0,18.0,,South Africa,M,,,,,injury,
1975.0,4.0,5.0,18.0,South Africa,M,,fishing,white shark,Provoked,no injury,NO
1975.0,3.0,29.0,,South Africa,M,,swimming,,,injury,
1975.0,3.0,18.0,,Australia,F,,,,Provoked,injury,NO
1975.0,3.0,16.0,,United States of America,M,14.0,bathing,,Provoked,injury,NO
1975.0,3.0,13.0,,Australia,,18.0,diving,bronze whaler shark,Provoked,injury,NO
1975.0,3.0,9.0,,South Africa,M,,,,Provoked,injury,NO
1975.0,3.0,,,Bangladesh,,,,,Sea disaster,fatal,YES
1975.0,2.0,23.0,10.0,South Africa,M,16.0,surf,,Provoked,injury,NO
1975.0,2.0,14.0,,South Africa,,,,mako shark,Boating,injury,NO
1975.0,2.0,10.0,18.0,Australia,M,12.0,swimming,white shark,Provoked,fatal,YES
1975.0,2.0,9.0,,Australia,M,45.0,fishing,,Provoked,injury,NO
1975.0,2.0,7.0,,Australia,M,,,,Provoked,injury,NO
1975.0,2.0,1.0,,South Africa,M,12.0,fishing,,Provoked,injury,NO
1975.0,1.0,19.0,,Australia,M,17.0,surf,,Provoked,fatal,YES
1975.0,,,,,M,25.0,fishing,blue shark,Provoked,injury,NO
1975.0,,,,Reunion,M,,,,Provoked,fatal,YES
1974.0,12.0,12.0,,Australia,,32.0,,,Provoked,injury,NO
1974.0,11.0,1.0,12.0,United States of America,M,24.0,standing,,Provoked,injury,NO
1974.0,9.0,28.0,7.0,United States of America,M,17.0,surf,white shark,Provoked,injury,NO
1974.0,9.0,14.0,13.0,United States of America,M,29.0,diving,white shark,Provoked,injury,NO
1974.0,9.0,7.0,17.0,Israel,F,20.0,swimming,mako shark,Provoked,injury,NO
1974.0,9.0,2.0,17.0,United States of America,M,41.0,diving,white shark,Provoked,injury,NO
1974.0,9.0,2.0,17.0,United States of America,M,48.0,diving,white shark,Provoked,injury,NO
1974.0,9.0,1.0,,Australia,M,30.0,fishing,,Sea disaster,injury,NO
1974.0,9.0,,8.0,United States of America,M,24.0,surf,white shark,Provoked,no injury,NO
1974.0,8.0,23.0,,Hong Kong,M,22.0,swimming,,Provoked,injury,NO
1974.0,8.0,16.0,,Hong Kong,M,,swimming,,Provoked,fatal,YES
1974.0,8.0,16.0,,Hong Kong,M,19.0,swimming,,Provoked,injury,NO
1974.0,8.0,16.0,,Hong Kong,M,18.0,swimming,,Provoked,injury,NO
1974.0,8.0,10.0,15.0,Croatia,M,21.0,,white shark,Provoked,fatal,YES
1974.0,8.0,5.0,,United States of America,M,,surf,white shark,Provoked,injury,NO
1974.0,7.0,26.0,,United States of America,M,36.0,diving,white shark,Provoked,injury,NO
1974.0,7.0,20.0,,United States of America,M,17.0,swimming,,Provoked,fatal,YES
1974.0,7.0,2.0,,United States of America,M,10.0,,,Sea disaster,fatal,YES
1974.0,6.0,20.0,8.0,United States of America,F,61.0,swimming,,Provoked,injury,NO
1974.0,5.0,26.0,11.0,United States of America,M,45.0,diving,white shark,Provoked,injury,NO
1974.0,4.0,25.0,,Brazil,M,,fishing,,Sea disaster,fatal,YES
1974.0,4.0,20.0,15.0,South Africa,M,22.0,fishing,raggedtooth shark,Provoked,injury,NO
1974.0,4.0,14.0,15.0,South Africa,M,19.0,standing,,Provoked,injury,NO
1974.0,4.0,12.0,,United States of America,F,11.0,swimming,,Provoked,injury,NO
1974.0,4.0,4.0,16.0,South Africa,M,17.0,surf,,Provoked,injury,NO
1974.0,3.0,21.0,16.0,South Africa,M,21.0,surf,,Provoked,no injury,NO
1974.0,3.0,,,South Africa,,,fishing,white shark,Boating,no injury,NO
1974.0,2.0,13.0,19.0,South Africa,M,14.0,swimming,,Provoked,injury,NO
1974.0,2.0,13.0,19.0,South Africa,M,19.0,swimming,,Provoked,injury,NO
1974.0,2.0,,,South Africa,,,fishing,white shark,Boating,no injury,NO
1974.0,2.0,,22.0,South Africa,,,fishing,white shark,Boating,no injury,NO
1974.0,1.0,13.0,,South Africa,M,42.0,,raggedtooth shark,Provoked,injury,NO
1974.0,1.0,9.0,,Australia,M,26.0,diving,white shark,Provoked,fatal,YES
1974.0,1.0,7.0,14.0,South Africa,M,33.0,swimming,,Provoked,injury,NO
1974.0,1.0,7.0,,Mozambique,M,,swimming,,Provoked,fatal,YES
1974.0,1.0,7.0,,Mozambique,M,32.0,swimming,,Provoked,fatal,YES
1974.0,,,,Australia,M,,fishing,bronze whaler shark,Provoked,injury,NO
1974.0,,,,Croatia,,,,,Provoked,fatal,YES
1973.0,12.0,25.0,11.0,Mozambique,M,41.0,fishing,,Provoked,injury,NO
1973.0,12.0,21.0,12.0,Mozambique,M,20.0,swimming,,Provoked,fatal,YES
1973.0,12.0,18.0,,Philippines,M,19.0,swimming,,Provoked,fatal,YES
1973.0,12.0,18.0,,United States of America,M,,swimming,,Provoked,injury,NO
1973.0,12.0,,17.0,Mexico,M,20.0,swimming,,Provoked,fatal,YES
1973.0,11.0,25.0,,Australia,,,,,Provoked,injury,NO
1973.0,11.0,24.0,16.0,United States of America,M,13.0,surf,,Provoked,injury,NO
1973.0,11.0,3.0,,Australia,M,,,,Provoked,injury,NO
1973.0,9.0,29.0,,South Africa,M,,fishing,,Sea disaster,fatal,YES
1973.0,9.0,14.0,14.0,Bahamas,M,11.0,fishing,bull shark,Provoked,injury,NO
1973.0,9.0,10.0,,Hong Kong,M,20.0,swimming,,Provoked,fatal,YES
1973.0,9.0,9.0,16.0,Mexico,M,37.0,fishing,white shark,Provoked,fatal,YES
1973.0,9.0,,,Egypt,M,,,tiger shark,Provoked,injury,NO
1973.0,8.0,27.0,,Australia,,21.0,,,Provoked,,
1973.0,8.0,25.0,,Australia,M,16.0,surf,,Provoked,injury,NO
1973.0,8.0,16.0,,United States of America,M,17.0,,blacktip reef shark,Provoked,injury,NO
1973.0,6.0,13.0,,Hong Kong,M,,swimming,,Provoked,injury,NO
1973.0,4.0,4.0,18.0,Mexico,M,45.0,wading,,Provoked,fatal,YES
1973.0,3.0,26.0,,Australia,M,,,,Provoked,injury,NO
1973.0,3.0,5.0,9.0,Mozambique,M,28.0,fishing,,Provoked,fatal,YES
1973.0,3.0,,8.0,South Africa,M,26.0,fishing,blacktip reef shark,Provoked,injury,NO
1973.0,2.0,27.0,,Mexico,,57.0,swimming,,Provoked,fatal,YES
1973.0,1.0,21.0,,South Africa,M,,fishing,,Provoked,injury,NO
1973.0,1.0,9.0,,United States of America,M,,surf,,Provoked,injury,NO
1973.0,,,,Palau,M,,diving,tiger shark,Provoked,no injury,NO
1973.0,,,,Palau,M,,diving,grey reef shark,Provoked,injury,NO
1973.0,,,8.0,South Africa,M,13.0,surf,,Provoked,no injury,NO
1972.0,12.0,31.0,14.0,South Africa,M,29.0,wading,,Provoked,injury,NO
1972.0,12.0,26.0,15.0,Mozambique,M,25.0,swimming,,Provoked,injury,NO
1972.0,12.0,25.0,19.0,Mexico,M,17.0,surf,,Provoked,fatal,YES
1972.0,12.0,24.0,9.0,South Africa,M,,swimming,white shark,Provoked,no injury,NO
1972.0,12.0,21.0,,Australia,M,,,,Provoked,injury,NO
1972.0,12.0,8.0,,Australia,,24.0,,,Provoked,injury,NO
1972.0,12.0,1.0,,Reunion,,,fishing,,Provoked,fatal,YES
1972.0,10.0,21.0,,Australia,M,24.0,fishing,,Provoked,injury,NO
1972.0,10.0,21.0,,Australia,M,19.0,surf,bronze whaler shark,Provoked,injury,NO
1972.0,10.0,14.0,,United States of America,M,,diving,whitetip reef shark,Provoked,fatal,YES
1972.0,10.0,14.0,,United States of America,M,17.0,surf,,Provoked,injury,NO
1972.0,10.0,10.0,,New Zealand,M,17.0,swimming,,Provoked,no injury,NO
1972.0,9.0,9.0,10.0,United States of America,M,,surf,white shark,Provoked,injury,NO
1972.0,9.0,4.0,,Mozambique,F,20.0,swimming,,,injury,
1972.0,8.0,29.0,23.0,United States of America,M,15.0,surf,,Provoked,injury,NO
1972.0,8.0,17.0,,United States of America,M,,fishing,,Provoked,injury,NO
1972.0,8.0,8.0,,Australia,M,45.0,diving,white shark,Provoked,injury,NO
1972.0,7.0,5.0,,United States of America,,,diving,,,injury,
1972.0,6.0,26.0,,Australia,M,,,,Provoked,fatal,YES
1972.0,6.0,10.0,11.0,United States of America,M,22.0,surf,,Provoked,injury,NO
1972.0,5.0,28.0,13.0,United States of America,M,32.0,diving,white shark,Provoked,injury,NO
1972.0,5.0,6.0,,French Polynesia,M,27.0,fishing,grey reef shark,Provoked,injury,NO
1972.0,4.0,16.0,,,M,25.0,swimming,tiger shark,Provoked,fatal,YES
1972.0,4.0,1.0,,Australia,F,,,,Provoked,injury,NO
1972.0,4.0,1.0,17.0,Mozambique,M,19.0,swimming,,Provoked,fatal,YES
1972.0,3.0,21.0,,,M,33.0,fishing,,Provoked,injury,NO
1972.0,3.0,16.0,,United States of America,M,,fishing,,Provoked,injury,NO
1972.0,2.0,20.0,11.0,Australia,M,18.0,surf,,Provoked,injury,NO
1972.0,2.0,12.0,,Australia,,,,,Provoked,injury,NO
1972.0,1.0,1.0,,South Africa,M,20.0,swimming,,Provoked,fatal,YES
1972.0,1.0,1.0,20.0,South Africa,F,30.0,,zambesi shark,Provoked,injury,NO
1972.0,1.0,1.0,16.0,Mozambique,M,24.0,standing,white shark,Provoked,injury,NO
1972.0,,,,France,,,swimming,white shark,Provoked,injury,NO
1972.0,,,,Marshall Islands,M,,diving,grey reef shark,Provoked,injury,NO
1971.0,12.0,23.0,,Australia,,22.0,,,Provoked,injury,NO
1971.0,12.0,16.0,14.0,South Africa,F,16.0,swimming,white shark,Provoked,injury,NO
1971.0,12.0,5.0,,Australia,M,20.0,,,Provoked,fatal,YES
1971.0,11.0,25.0,,Hong Kong,M,20.0,swimming,,Provoked,injury,NO
1971.0,10.0,27.0,,Australia,,20.0,,,Provoked,injury,NO
1971.0,10.0,23.0,19.0,United States of America,M,18.0,surf,,Provoked,injury,NO
1971.0,10.0,14.0,22.0,South Africa,M,25.0,swimming,,Provoked,injury,NO
1971.0,10.0,2.0,14.0,United States of America,M,30.0,diving,white shark,Provoked,injury,NO
1971.0,9.0,25.0,,United States of America,,17.0,surf,,Provoked,injury,NO
1971.0,9.0,7.0,10.0,Croatia,M,34.0,swimming,white shark,Provoked,fatal,YES
1971.0,9.0,5.0,,Australia,M,51.0,fishing,,Provoked,fatal,YES
1971.0,8.0,21.0,13.0,Australia,M,26.0,diving,nurse shark,Provoked,injury,NO
1971.0,7.0,26.0,17.0,United States of America,M,8.0,wading,,Provoked,injury,NO
1971.0,7.0,19.0,,United States of America,M,,diving,white shark,Provoked,injury,NO
1971.0,6.0,30.0,15.0,South Africa,M,21.0,surf,white shark,Provoked,injury,NO
1971.0,6.0,1.0,,,M,32.0,diving,porbeagle shark,Provoked,no injury,NO
1971.0,4.0,16.0,,Kenya,M,16.0,swimming,,Provoked,injury,NO
1971.0,4.0,11.0,11.0,South Africa,M,50.0,swimming,white shark,Provoked,fatal,YES
1971.0,4.0,6.0,11.0,Mexico,M,19.0,surf,,Provoked,fatal,YES
1971.0,4.0,5.0,,Venezuela,M,14.0,,,Provoked,fatal,YES
1971.0,4.0,5.0,,Venezuela,M,66.0,,,Provoked,fatal,YES
1971.0,4.0,,,Mozambique,,,,,Sea disaster,fatal,YES
1971.0,3.0,30.0,10.0,New Zealand,M,16.0,surf,white shark,Provoked,injury,NO
1971.0,1.0,2.0,16.0,Australia,M,,swimming,,Provoked,injury,NO
1971.0,,,,Australia,M,15.0,surf,white shark,Provoked,injury,NO
1971.0,,,,Iran,M,,,,Provoked,injury,NO
1970.0,12.0,17.0,15.0,Mozambique,M,18.0,fishing,,Provoked,fatal,YES
1970.0,12.0,13.0,,Mozambique,M,20.0,fishing,,Provoked,fatal,YES
1970.0,12.0,7.0,23.0,,M,,fishing,,Provoked,injury,NO
1970.0,12.0,3.0,,United States of America,M,41.0,boating,,Sea disaster,injury,NO
1970.0,11.0,,,,M,,,,Provoked,injury,NO
1970.0,10.0,24.0,,United States of America,M,,surf,,Provoked,injury,NO
1970.0,10.0,,,United States of America,M,,surf,,Provoked,injury,NO
1970.0,9.0,28.0,10.0,,M,43.0,diving,,Provoked,injury,NO
1970.0,9.0,13.0,,Palau,M,20.0,fishing,,Provoked,injury,NO
1970.0,9.0,5.0,11.0,United States of America,M,18.0,bathing,,Provoked,injury,NO
1970.0,9.0,2.0,,Australia,M,20.0,,,Provoked,injury,NO
1970.0,9.0,,,United States of America,M,,swimming,,Provoked,injury,NO
1970.0,9.0,,,United States of America,M,,diving,,Provoked,injury,NO
1970.0,8.0,2.0,12.0,,,,boating,,,injury,
1970.0,7.0,5.0,22.0,,M,,,mako shark,Provoked,injury,NO
1970.0,6.0,22.0,,United States of America,M,13.0,fishing,,Provoked,injury,NO
1970.0,6.0,15.0,16.0,South Africa,M,25.0,diving,raggedtooth shark,Provoked,injury,NO
1970.0,6.0,13.0,14.0,Grenada,M,16.0,wading,,Provoked,fatal,YES
1970.0,6.0,13.0,14.0,Grenada,M,18.0,wading,,Provoked,fatal,YES
1970.0,6.0,,,Philippines,,,boating,,Sea disaster,injury,YES
1970.0,4.0,4.0,16.0,Grenada,M,14.0,swimming,,Provoked,fatal,YES
1970.0,4.0,,,,M,,diving,wobbegong shark,Provoked,injury,NO
1970.0,4.0,,,Solomon Islands,M,,swimming,wobbegong shark,Provoked,injury,
1970.0,3.0,31.0,,United States of America,M,,surf,,,injury,
1970.0,3.0,23.0,13.0,United States of America,M,19.0,wading,,Provoked,injury,NO
1970.0,2.0,5.0,,,F,8.0,wading,,Provoked,injury,NO
1970.0,1.0,23.0,,Mozambique,M,14.0,swimming,,Provoked,injury,NO
1970.0,1.0,23.0,,Mozambique,M,16.0,swimming,zambesi shark,Provoked,injury,NO
